game_date,away_team,home_team,start_time,is_complete
2023-12-19,Memphis Grizzlies,New Orleans Pelicans,7:30p,FALSE
2023-12-19,San Antonio Spurs,Milwaukee Bucks,8:00p,FALSE
2023-12-19,Boston Celtics,Golden State Warriors,10:00p,FALSE
2023-12-19,Phoenix Suns,Portland Trail Blazers,10:00p,FALSE
2023-12-20,Utah Jazz,Cleveland Cavaliers,7:00p,FALSE
2023-12-20,Charlotte Hornets,Indiana Pacers,7:00p,FALSE
2023-12-20,Miami Heat,Orlando Magic,7:00p,FALSE
2023-12-20,Minnesota Timberwolves,Philadelphia 76ers,7:00p,FALSE
2023-12-20,New York Knicks,Brooklyn Nets,7:30p,FALSE
2023-12-20,Denver Nuggets,Toronto Raptors,7:30p,FALSE
2023-12-20,Los Angeles Lakers,Chicago Bulls,8:00p,FALSE
2023-12-20,Atlanta Hawks,Houston Rockets,8:00p,FALSE
2023-12-20,Los Angeles Clippers,Dallas Mavericks,8:30p,FALSE
2023-12-20,Boston Celtics,Sacramento Kings,10:00p,FALSE
2023-12-21,Utah Jazz,Detroit Pistons,7:00p,FALSE
2023-12-21,New Orleans Pelicans,Cleveland Cavaliers,7:30p,FALSE
2023-12-21,San Antonio Spurs,Chicago Bulls,8:00p,FALSE
2023-12-21,Indiana Pacers,Memphis Grizzlies,8:00p,FALSE
2023-12-21,Orlando Magic,Milwaukee Bucks,8:00p,FALSE
2023-12-21,Los Angeles Clippers,Oklahoma City Thunder,8:00p,FALSE
2023-12-21,Los Angeles Lakers,Minnesota Timberwolves,9:00p,FALSE
2023-12-21,Washington Wizards,Portland Trail Blazers,10:00p,FALSE
2023-12-22,Toronto Raptors,Philadelphia 76ers,7:00p,FALSE
2023-12-22,Denver Nuggets,Brooklyn Nets,7:30p,FALSE
2023-12-22,Dallas Mavericks,Houston Rockets,8:00p,FALSE
2023-12-22,Atlanta Hawks,Miami Heat,8:00p,FALSE
2023-12-22,Washington Wizards,Golden State Warriors,10:00p,FALSE
2023-12-22,Phoenix Suns,Sacramento Kings,10:00p,FALSE
2023-12-23,Milwaukee Bucks,New York Knicks,12:30p,FALSE
2023-12-23,Boston Celtics,Los Angeles Clippers,3:30p,FALSE
2023-12-23,Denver Nuggets,Charlotte Hornets,7:00p,FALSE
2023-12-23,Orlando Magic,Indiana Pacers,7:00p,FALSE
2023-12-23,Houston Rockets,New Orleans Pelicans,7:00p,FALSE
2023-12-23,Memphis Grizzlies,Atlanta Hawks,7:30p,FALSE
2023-12-23,Detroit Pistons,Brooklyn Nets,7:30p,FALSE
2023-12-23,Utah Jazz,Toronto Raptors,7:30p,FALSE
2023-12-23,Cleveland Cavaliers,Chicago Bulls,8:00p,FALSE
2023-12-23,Los Angeles Lakers,Oklahoma City Thunder,8:00p,FALSE
2023-12-23,San Antonio Spurs,Dallas Mavericks,8:30p,FALSE
2023-12-23,Portland Trail Blazers,Golden State Warriors,8:30p,FALSE
2023-12-23,Minnesota Timberwolves,Sacramento Kings,10:00p,FALSE
2023-12-25,Milwaukee Bucks,New York Knicks,12:00p,FALSE
2023-12-25,Golden State Warriors,Denver Nuggets,2:30p,FALSE
2023-12-25,Boston Celtics,Los Angeles Lakers,5:00p,FALSE
2023-12-25,Philadelphia 76ers,Miami Heat,8:00p,FALSE
2023-12-25,Dallas Mavericks,Phoenix Suns,10:30p,FALSE
2023-12-26,Brooklyn Nets,Detroit Pistons,7:00p,FALSE
2023-12-26,Orlando Magic,Washington Wizards,7:00p,FALSE
2023-12-26,Atlanta Hawks,Chicago Bulls,8:00p,FALSE
2023-12-26,Indiana Pacers,Houston Rockets,8:00p,FALSE
2023-12-26,Memphis Grizzlies,New Orleans Pelicans,8:00p,FALSE
2023-12-26,Minnesota Timberwolves,Oklahoma City Thunder,8:00p,FALSE
2023-12-26,Utah Jazz,San Antonio Spurs,8:00p,FALSE
2023-12-26,Sacramento Kings,Portland Trail Blazers,10:00p,FALSE
2023-12-26,Charlotte Hornets,Los Angeles Clippers,10:30p,FALSE
2023-12-27,Philadelphia 76ers,Orlando Magic,7:00p,FALSE
2023-12-27,Toronto Raptors,Washington Wizards,7:00p,FALSE
2023-12-27,Milwaukee Bucks,Brooklyn Nets,7:30p,FALSE
2023-12-27,Phoenix Suns,Houston Rockets,8:00p,FALSE
2023-12-27,New York Knicks,Oklahoma City Thunder,8:00p,FALSE
2023-12-27,Cleveland Cavaliers,Dallas Mavericks,8:30p,FALSE
2023-12-28,Detroit Pistons,Boston Celtics,7:30p,FALSE
2023-12-28,Indiana Pacers,Chicago Bulls,8:00p,FALSE
2023-12-28,Dallas Mavericks,Minnesota Timberwolves,8:00p,FALSE
2023-12-28,Utah Jazz,New Orleans Pelicans,8:00p,FALSE
2023-12-28,Memphis Grizzlies,Denver Nuggets,9:00p,FALSE
2023-12-28,Miami Heat,Golden State Warriors,10:00p,FALSE
2023-12-28,San Antonio Spurs,Portland Trail Blazers,10:00p,FALSE
2023-12-28,Charlotte Hornets,Los Angeles Lakers,10:30p,FALSE
2023-12-29,New York Knicks,Orlando Magic,7:00p,FALSE
2023-12-29,Brooklyn Nets,Washington Wizards,7:00p,FALSE
2023-12-29,Sacramento Kings,Atlanta Hawks,7:30p,FALSE
2023-12-29,Toronto Raptors,Boston Celtics,7:30p,FALSE
2023-12-29,Milwaukee Bucks,Cleveland Cavaliers,7:30p,FALSE
2023-12-29,Philadelphia 76ers,Houston Rockets,8:00p,FALSE
2023-12-29,Oklahoma City Thunder,Denver Nuggets,9:00p,FALSE
2023-12-29,Charlotte Hornets,Phoenix Suns,9:00p,FALSE
2023-12-29,San Antonio Spurs,Portland Trail Blazers,10:00p,FALSE
2023-12-29,Memphis Grizzlies,Los Angeles Clippers,10:30p,FALSE
2023-12-30,Miami Heat,Utah Jazz,5:00p,FALSE
2023-12-30,Toronto Raptors,Detroit Pistons,6:00p,FALSE
2023-12-30,New York Knicks,Indiana Pacers,7:00p,FALSE
2023-12-30,Philadelphia 76ers,Chicago Bulls,8:00p,FALSE
2023-12-30,Los Angeles Lakers,Minnesota Timberwolves,8:00p,FALSE
2023-12-30,Dallas Mavericks,Golden State Warriors,8:30p,FALSE
2023-12-31,Atlanta Hawks,Washington Wizards,3:00p,FALSE
2023-12-31,Los Angeles Lakers,New Orleans Pelicans,7:00p,FALSE
2023-12-31,Brooklyn Nets,Oklahoma City Thunder,7:00p,FALSE
2023-12-31,Boston Celtics,San Antonio Spurs,7:00p,FALSE
2023-12-31,Sacramento Kings,Memphis Grizzlies,8:00p,FALSE
2023-12-31,Orlando Magic,Phoenix Suns,8:00p,FALSE
2024-01-01,Minnesota Timberwolves,New York Knicks,3:00p,FALSE
2024-01-01,Cleveland Cavaliers,Toronto Raptors,7:30p,FALSE
2024-01-01,Detroit Pistons,Houston Rockets,8:00p,FALSE
2024-01-01,Indiana Pacers,Milwaukee Bucks,8:00p,FALSE
2024-01-01,Charlotte Hornets,Denver Nuggets,9:00p,FALSE
2024-01-01,Portland Trail Blazers,Phoenix Suns,9:00p,FALSE
2024-01-01,Dallas Mavericks,Utah Jazz,9:00p,FALSE
2024-01-01,Miami Heat,Los Angeles Clippers,10:30p,FALSE
2024-01-02,Chicago Bulls,Philadelphia 76ers,7:00p,FALSE
2024-01-02,San Antonio Spurs,Memphis Grizzlies,8:00p,FALSE
2024-01-02,Brooklyn Nets,New Orleans Pelicans,8:00p,FALSE
2024-01-02,Boston Celtics,Oklahoma City Thunder,8:00p,FALSE
2024-01-02,Orlando Magic,Golden State Warriors,10:00p,FALSE
