team,player,wage,choice,season,conference,outcome,correct,points
Houston Rockets,Phil,15,OVER,2021-22,East,UNDER,False,-15
Houston Rockets,Ryan,6,OVER,2021-22,East,UNDER,False,-6
Los Angeles Clippers,Adonis,7,UNDER,2021-22,East,UNDER,True,7
Los Angeles Clippers,Chester,9,UNDER,2021-22,East,UNDER,True,9
Los Angeles Clippers,Jake,9,OVER,2021-22,East,UNDER,False,-9
Los Angeles Clippers,Jenelle,10,OVER,2021-22,East,UNDER,False,-10
Los Angeles Clippers,Mary,6,UNDER,2021-22,East,UNDER,True,6
Los Angeles Clippers,Mike,8,UNDER,2021-22,East,UNDER,True,8
Los Angeles Clippers,Phil,15,OVER,2021-22,East,UNDER,False,-15
Los Angeles Clippers,Ryan,8,UNDER,2021-22,East,UNDER,True,8
Los Angeles Lakers,Adonis,13,OVER,2021-22,East,UNDER,False,-13
Los Angeles Lakers,Chester,8,UNDER,2021-22,East,UNDER,True,8
Los Angeles Lakers,Jake,6,OVER,2021-22,East,UNDER,False,-6
Los Angeles Lakers,Jenelle,8,OVER,2021-22,East,UNDER,False,-8
Los Angeles Lakers,Mary,11,OVER,2021-22,East,UNDER,False,-11
Los Angeles Lakers,Mike,13,UNDER,2021-22,East,UNDER,True,13
Los Angeles Lakers,Phil,6,UNDER,2021-22,East,UNDER,True,6
Los Angeles Lakers,Ryan,15,OVER,2021-22,East,UNDER,False,-15
Memphis Grizzlies,Adonis,11,OVER,2021-22,East,OVER,True,11
Memphis Grizzlies,Chester,13,OVER,2021-22,East,OVER,True,13
Memphis Grizzlies,Jake,10,UNDER,2021-22,East,OVER,False,-10
Memphis Grizzlies,Jenelle,8,UNDER,2021-22,East,OVER,False,-8
Memphis Grizzlies,Mary,11,OVER,2021-22,East,OVER,True,11
Memphis Grizzlies,Mike,10,UNDER,2021-22,East,OVER,False,-10
Memphis Grizzlies,Phil,6,OVER,2021-22,East,OVER,True,6
Memphis Grizzlies,Ryan,6,UNDER,2021-22,East,OVER,False,-6
Minnesota Timberwolves,Adonis,9,UNDER,2021-22,East,OVER,False,-9
Minnesota Timberwolves,Chester,10,OVER,2021-22,East,OVER,True,10
Minnesota Timberwolves,Jake,13,OVER,2021-22,East,OVER,True,13
Minnesota Timberwolves,Jenelle,12,UNDER,2021-22,East,OVER,False,-12
Minnesota Timberwolves,Mary,13,UNDER,2021-22,East,OVER,False,-13
Minnesota Timberwolves,Mike,7,OVER,2021-22,East,OVER,True,7
Minnesota Timberwolves,Phil,9,UNDER,2021-22,East,OVER,False,-9
Minnesota Timberwolves,Ryan,7,OVER,2021-22,East,OVER,True,7
New Orleans Pelicans,Adonis,8,UNDER,2021-22,East,UNDER,True,8
New Orleans Pelicans,Chester,8,OVER,2021-22,East,UNDER,False,-8
New Orleans Pelicans,Jake,14,OVER,2021-22,East,UNDER,False,-14
New Orleans Pelicans,Jenelle,11,OVER,2021-22,East,UNDER,False,-11
New Orleans Pelicans,Mary,10,UNDER,2021-22,East,UNDER,True,10
New Orleans Pelicans,Mike,9,UNDER,2021-22,East,UNDER,True,9
New Orleans Pelicans,Phil,11,UNDER,2021-22,East,UNDER,True,11
New Orleans Pelicans,Ryan,6,OVER,2021-22,East,UNDER,False,-6
Oklahoma City Thunder,Adonis,10,UNDER,2021-22,East,OVER,False,-10
Oklahoma City Thunder,Chester,6,UNDER,2021-22,East,OVER,False,-6
Oklahoma City Thunder,Jake,10,UNDER,2021-22,East,OVER,False,-10
Oklahoma City Thunder,Jenelle,10,OVER,2021-22,East,OVER,True,10
Oklahoma City Thunder,Mary,7,UNDER,2021-22,East,OVER,False,-7
Oklahoma City Thunder,Mike,6,UNDER,2021-22,East,OVER,False,-6
Oklahoma City Thunder,Phil,13,UNDER,2021-22,East,OVER,False,-13
Oklahoma City Thunder,Ryan,7,UNDER,2021-22,East,OVER,False,-7
Phoenix Suns,Adonis,9,UNDER,2021-22,East,OVER,False,-9
Phoenix Suns,Chester,9,UNDER,2021-22,East,OVER,False,-9
Phoenix Suns,Jake,12,OVER,2021-22,East,OVER,True,12
Phoenix Suns,Jenelle,11,OVER,2021-22,East,OVER,True,11
Phoenix Suns,Mary,14,OVER,2021-22,East,OVER,True,14
Phoenix Suns,Mike,13,OVER,2021-22,East,OVER,True,13
Phoenix Suns,Phil,14,OVER,2021-22,East,OVER,True,14
Phoenix Suns,Ryan,13,UNDER,2021-22,East,OVER,False,-13
Portland Trail Blazers,Adonis,9,OVER,2021-22,East,UNDER,False,-9
Portland Trail Blazers,Chester,6,UNDER,2021-22,East,UNDER,True,6
Portland Trail Blazers,Jake,8,OVER,2021-22,East,UNDER,False,-8
Portland Trail Blazers,Jenelle,12,OVER,2021-22,East,UNDER,False,-12
Portland Trail Blazers,Mary,9,UNDER,2021-22,East,UNDER,True,9
Portland Trail Blazers,Mike,10,UNDER,2021-22,East,UNDER,True,10
Portland Trail Blazers,Phil,13,UNDER,2021-22,East,UNDER,True,13
Portland Trail Blazers,Ryan,14,OVER,2021-22,East,UNDER,False,-14
Sacramento Kings,Adonis,15,UNDER,2021-22,East,UNDER,True,15
Sacramento Kings,Chester,11,UNDER,2021-22,East,UNDER,True,11
Sacramento Kings,Jake,12,UNDER,2021-22,East,UNDER,True,12
Sacramento Kings,Jenelle,9,UNDER,2021-22,East,UNDER,True,9
Sacramento Kings,Mary,6,UNDER,2021-22,East,UNDER,True,6
Sacramento Kings,Mike,8,OVER,2021-22,East,UNDER,False,-8
Sacramento Kings,Phil,8,UNDER,2021-22,East,UNDER,True,8
Sacramento Kings,Ryan,9,UNDER,2021-22,East,UNDER,True,9
San Antonio Spurs,Adonis,13,UNDER,2021-22,East,OVER,False,-13
San Antonio Spurs,Chester,11,OVER,2021-22,East,OVER,True,11
San Antonio Spurs,Jake,14,UNDER,2021-22,East,OVER,False,-14
San Antonio Spurs,Jenelle,12,UNDER,2021-22,East,OVER,False,-12
San Antonio Spurs,Mary,12,OVER,2021-22,East,OVER,True,12
San Antonio Spurs,Mike,8,UNDER,2021-22,East,OVER,False,-8
San Antonio Spurs,Phil,8,OVER,2021-22,East,OVER,True,8
San Antonio Spurs,Ryan,8,UNDER,2021-22,East,OVER,False,-8
Utah Jazz,Adonis,8,UNDER,2021-22,East,UNDER,True,8
Utah Jazz,Chester,10,UNDER,2021-22,East,UNDER,True,10
Utah Jazz,Jake,12,OVER,2021-22,East,UNDER,False,-12
Utah Jazz,Jenelle,15,UNDER,2021-22,East,UNDER,True,15
Utah Jazz,Mary,13,OVER,2021-22,East,UNDER,False,-13
Utah Jazz,Mike,14,UNDER,2021-22,East,UNDER,True,14
Utah Jazz,Phil,9,OVER,2021-22,East,UNDER,False,-9
Utah Jazz,Ryan,11,OVER,2021-22,East,UNDER,False,-11
Atlanta Hawks,Adonis,6,UNDER,2022-23,,UNDER,True,6
Atlanta Hawks,Andy,7,UNDER,2022-23,,UNDER,True,7
Atlanta Hawks,Chester,11,OVER,2022-23,,UNDER,False,-11
Atlanta Hawks,Jake,14,OVER,2022-23,,UNDER,False,-14
Atlanta Hawks,Jenelle,12,UNDER,2022-23,,UNDER,True,12
Atlanta Hawks,Mary,14,OVER,2022-23,,UNDER,False,-14
Atlanta Hawks,Mike,7,OVER,2022-23,,UNDER,False,-7
Atlanta Hawks,Phil,10,UNDER,2022-23,,UNDER,True,10
Atlanta Hawks,Ryan,12,UNDER,2022-23,,UNDER,True,12
Boston Celtics,Adonis,7,UNDER,2022-23,,OVER,False,-7
Boston Celtics,Andy,12,UNDER,2022-23,,OVER,False,-12
Boston Celtics,Chester,6,UNDER,2022-23,,OVER,False,-6
Boston Celtics,Jake,9,UNDER,2022-23,,OVER,False,-9
Boston Celtics,Jenelle,15,UNDER,2022-23,,OVER,False,-15
Boston Celtics,Mary,6,UNDER,2022-23,,OVER,False,-6
Boston Celtics,Mike,15,UNDER,2022-23,,OVER,False,-15
Boston Celtics,Phil,9,UNDER,2022-23,,OVER,False,-9
Boston Celtics,Ryan,9,UNDER,2022-23,,OVER,False,-9
Brooklyn Nets,Adonis,13,UNDER,2022-23,,UNDER,True,13
Brooklyn Nets,Andy,11,UNDER,2022-23,,UNDER,True,11
Brooklyn Nets,Chester,7,UNDER,2022-23,,UNDER,True,7
Brooklyn Nets,Jake,15,UNDER,2022-23,,UNDER,True,15
Brooklyn Nets,Jenelle,8,OVER,2022-23,,UNDER,False,-8
Brooklyn Nets,Mary,9,OVER,2022-23,,UNDER,False,-9
Brooklyn Nets,Mike,11,OVER,2022-23,,UNDER,False,-11
Brooklyn Nets,Phil,14,UNDER,2022-23,,UNDER,True,14
Brooklyn Nets,Ryan,6,UNDER,2022-23,,UNDER,True,6
Charlotte Hornets,Adonis,10,OVER,2022-23,,UNDER,False,-10
Charlotte Hornets,Andy,6,UNDER,2022-23,,UNDER,True,6
Charlotte Hornets,Chester,12,UNDER,2022-23,,UNDER,True,12
Charlotte Hornets,Jake,11,OVER,2022-23,,UNDER,False,-11
Charlotte Hornets,Jenelle,10,UNDER,2022-23,,UNDER,True,10
Charlotte Hornets,Mary,12,UNDER,2022-23,,UNDER,True,12
Charlotte Hornets,Mike,11,UNDER,2022-23,,UNDER,True,11
Charlotte Hornets,Phil,15,UNDER,2022-23,,UNDER,True,15
Charlotte Hornets,Ryan,14,UNDER,2022-23,,UNDER,True,14
Chicago Bulls,Adonis,10,OVER,2022-23,,UNDER,False,-10
Chicago Bulls,Andy,9,OVER,2022-23,,UNDER,False,-9
Chicago Bulls,Chester,10,OVER,2022-23,,UNDER,False,-10
Chicago Bulls,Jake,9,OVER,2022-23,,UNDER,False,-9
Chicago Bulls,Jenelle,14,UNDER,2022-23,,UNDER,True,14
Chicago Bulls,Mary,13,OVER,2022-23,,UNDER,False,-13
Chicago Bulls,Mike,14,UNDER,2022-23,,UNDER,True,14
Chicago Bulls,Phil,15,UNDER,2022-23,,UNDER,True,15
Chicago Bulls,Ryan,12,OVER,2022-23,,UNDER,False,-12
Cleveland Cavaliers,Adonis,13,OVER,2022-23,,OVER,True,13
Cleveland Cavaliers,Andy,15,UNDER,2022-23,,OVER,False,-15
Cleveland Cavaliers,Chester,15,OVER,2022-23,,OVER,True,15
Cleveland Cavaliers,Jake,15,UNDER,2022-23,,OVER,False,-15
Cleveland Cavaliers,Jenelle,15,OVER,2022-23,,OVER,True,15
Cleveland Cavaliers,Mary,15,OVER,2022-23,,OVER,True,15
Cleveland Cavaliers,Mike,15,OVER,2022-23,,OVER,True,15
Cleveland Cavaliers,Phil,7,UNDER,2022-23,,OVER,False,-7
Cleveland Cavaliers,Ryan,11,OVER,2022-23,,OVER,True,11
Detroit Pistons,Adonis,8,UNDER,2022-23,,UNDER,True,8
Detroit Pistons,Andy,6,UNDER,2022-23,,UNDER,True,6
Detroit Pistons,Chester,14,OVER,2022-23,,UNDER,False,-14
Detroit Pistons,Jake,8,UNDER,2022-23,,UNDER,True,8
Detroit Pistons,Jenelle,15,OVER,2022-23,,UNDER,False,-15
Detroit Pistons,Mary,13,OVER,2022-23,,UNDER,False,-13
Detroit Pistons,Mike,14,OVER,2022-23,,UNDER,False,-14
Detroit Pistons,Phil,8,UNDER,2022-23,,UNDER,True,8
Detroit Pistons,Ryan,6,UNDER,2022-23,,UNDER,True,6
Indiana Pacers,Adonis,9,UNDER,2022-23,,OVER,False,-9
Indiana Pacers,Andy,7,OVER,2022-23,,OVER,True,7
Indiana Pacers,Chester,8,UNDER,2022-23,,OVER,False,-8
Indiana Pacers,Jake,10,OVER,2022-23,,OVER,True,10
Indiana Pacers,Jenelle,13,UNDER,2022-23,,OVER,False,-13
Indiana Pacers,Mary,10,UNDER,2022-23,,OVER,False,-10
Indiana Pacers,Mike,6,OVER,2022-23,,OVER,True,6
Indiana Pacers,Phil,12,UNDER,2022-23,,OVER,False,-12
Indiana Pacers,Ryan,8,OVER,2022-23,,OVER,True,8
Miami Heat,Adonis,15,OVER,2022-23,,UNDER,False,-15
Miami Heat,Andy,8,OVER,2022-23,,UNDER,False,-8
Miami Heat,Chester,10,UNDER,2022-23,,UNDER,True,10
Miami Heat,Jake,12,OVER,2022-23,,UNDER,False,-12
Miami Heat,Jenelle,11,UNDER,2022-23,,UNDER,True,11
Miami Heat,Mary,15,OVER,2022-23,,UNDER,False,-15
Miami Heat,Mike,8,UNDER,2022-23,,UNDER,True,8
Miami Heat,Phil,6,OVER,2022-23,,UNDER,False,-6
Miami Heat,Ryan,12,UNDER,2022-23,,UNDER,True,12
Milwaukee Bucks,Adonis,11,OVER,2022-23,,OVER,True,11
Milwaukee Bucks,Andy,14,OVER,2022-23,,OVER,True,14
Milwaukee Bucks,Chester,11,OVER,2022-23,,OVER,True,11
Milwaukee Bucks,Jake,11,OVER,2022-23,,OVER,True,11
Milwaukee Bucks,Jenelle,13,OVER,2022-23,,OVER,True,13
Milwaukee Bucks,Mary,12,OVER,2022-23,,OVER,True,12
Milwaukee Bucks,Mike,13,OVER,2022-23,,OVER,True,13
Milwaukee Bucks,Phil,8,OVER,2022-23,,OVER,True,8
Milwaukee Bucks,Ryan,15,OVER,2022-23,,OVER,True,15
New York Knicks,Adonis,15,UNDER,2022-23,,OVER,False,-15
New York Knicks,Andy,10,OVER,2022-23,,OVER,True,10
New York Knicks,Chester,7,UNDER,2022-23,,OVER,False,-7
New York Knicks,Jake,12,OVER,2022-23,,OVER,True,12
New York Knicks,Jenelle,11,OVER,2022-23,,OVER,True,11
New York Knicks,Mary,10,OVER,2022-23,,OVER,True,10
New York Knicks,Mike,9,OVER,2022-23,,OVER,True,9
New York Knicks,Phil,13,OVER,2022-23,,OVER,True,13
New York Knicks,Ryan,10,UNDER,2022-23,,OVER,False,-10
Orlando Magic,Adonis,9,UNDER,2022-23,,OVER,False,-9
Orlando Magic,Andy,8,OVER,2022-23,,OVER,True,8
Orlando Magic,Chester,14,OVER,2022-23,,OVER,True,14
Orlando Magic,Jake,9,UNDER,2022-23,,OVER,False,-9
Orlando Magic,Jenelle,7,OVER,2022-23,,OVER,True,7
Orlando Magic,Mary,8,OVER,2022-23,,OVER,True,8
Orlando Magic,Mike,8,UNDER,2022-23,,OVER,False,-8
Orlando Magic,Phil,11,OVER,2022-23,,OVER,True,11
Orlando Magic,Ryan,8,UNDER,2022-23,,OVER,False,-8
Philadelphia 76ers,Adonis,6,UNDER,2022-23,,OVER,False,-6
Philadelphia 76ers,Andy,11,OVER,2022-23,,OVER,True,11
Philadelphia 76ers,Chester,9,UNDER,2022-23,,OVER,False,-9
Philadelphia 76ers,Jake,10,UNDER,2022-23,,OVER,False,-10
Philadelphia 76ers,Jenelle,6,UNDER,2022-23,,OVER,False,-6
Philadelphia 76ers,Mary,7,UNDER,2022-23,,OVER,False,-7
Philadelphia 76ers,Mike,6,OVER,2022-23,,OVER,True,6
Philadelphia 76ers,Phil,12,OVER,2022-23,,OVER,True,12
Philadelphia 76ers,Ryan,15,OVER,2022-23,,OVER,True,15
Washington Wizards,Adonis,13,UNDER,2022-23,,UNDER,True,13
Washington Wizards,Andy,10,UNDER,2022-23,,UNDER,True,10
Washington Wizards,Chester,6,OVER,2022-23,,UNDER,False,-6
Washington Wizards,Jake,6,UNDER,2022-23,,UNDER,True,6
Washington Wizards,Jenelle,9,UNDER,2022-23,,UNDER,True,9
Washington Wizards,Mary,7,OVER,2022-23,,UNDER,False,-7
Washington Wizards,Mike,9,UNDER,2022-23,,UNDER,True,9
Washington Wizards,Phil,11,OVER,2022-23,,UNDER,False,-11
Washington Wizards,Ryan,6,OVER,2022-23,,UNDER,False,-6
Toronto Raptors,Adonis,8,UNDER,2022-23,,UNDER,True,8
Toronto Raptors,Andy,7,UNDER,2022-23,,UNDER,True,7
Toronto Raptors,Chester,11,OVER,2022-23,,UNDER,False,-11
Toronto Raptors,Jake,6,UNDER,2022-23,,UNDER,True,6
Toronto Raptors,Jenelle,11,OVER,2022-23,,UNDER,False,-11
Toronto Raptors,Mary,13,OVER,2022-23,,UNDER,False,-13
Toronto Raptors,Mike,9,UNDER,2022-23,,UNDER,True,9
Toronto Raptors,Phil,14,OVER,2022-23,,UNDER,False,-14
Toronto Raptors,Ryan,10,OVER,2022-23,,UNDER,False,-10
Dallas Mavericks,Adonis,14,OVER,2022-23,,UNDER,False,-14
Dallas Mavericks,Andy,15,OVER,2022-23,,UNDER,False,-15
Dallas Mavericks,Chester,15,OVER,2022-23,,UNDER,False,-15
Dallas Mavericks,Jake,7,OVER,2022-23,,UNDER,False,-7
Dallas Mavericks,Jenelle,13,OVER,2022-23,,UNDER,False,-13
Dallas Mavericks,Mary,6,UNDER,2022-23,,UNDER,True,6
Dallas Mavericks,Mike,7,UNDER,2022-23,,UNDER,True,7
Dallas Mavericks,Phil,9,OVER,2022-23,,UNDER,False,-9
Dallas Mavericks,Ryan,13,OVER,2022-23,,UNDER,False,-13
Denver Nuggets,Adonis,7,OVER,2022-23,,OVER,True,7
Denver Nuggets,Andy,13,UNDER,2022-23,,OVER,False,-13
Denver Nuggets,Chester,14,OVER,2022-23,,OVER,True,14
Denver Nuggets,Jake,14,OVER,2022-23,,OVER,True,14
Denver Nuggets,Jenelle,8,OVER,2022-23,,OVER,True,8
Denver Nuggets,Mary,15,OVER,2022-23,,OVER,True,15
Denver Nuggets,Mike,6,OVER,2022-23,,OVER,True,6
Denver Nuggets,Phil,9,UNDER,2022-23,,OVER,False,-9
Denver Nuggets,Ryan,9,OVER,2022-23,,OVER,True,9
Golden State Warriors,Adonis,11,OVER,2022-23,,UNDER,False,-11
Golden State Warriors,Andy,13,OVER,2022-23,,UNDER,False,-13
Golden State Warriors,Chester,12,OVER,2022-23,,UNDER,False,-12
Golden State Warriors,Jake,7,UNDER,2022-23,,UNDER,True,7
Golden State Warriors,Jenelle,8,UNDER,2022-23,,UNDER,True,8
Golden State Warriors,Mary,11,OVER,2022-23,,UNDER,False,-11
Golden State Warriors,Mike,10,OVER,2022-23,,UNDER,False,-10
Golden State Warriors,Phil,10,OVER,2022-23,,UNDER,False,-10
Golden State Warriors,Ryan,15,OVER,2022-23,,UNDER,False,-15
Houston Rockets,Adonis,9,UNDER,2022-23,,UNDER,True,9
Houston Rockets,Andy,10,UNDER,2022-23,,UNDER,True,10
Houston Rockets,Chester,8,OVER,2022-23,,UNDER,False,-8
Houston Rockets,Jake,6,UNDER,2022-23,,UNDER,True,6
Houston Rockets,Jenelle,7,UNDER,2022-23,,UNDER,True,7
Houston Rockets,Mary,14,UNDER,2022-23,,UNDER,True,14
Houston Rockets,Mike,10,OVER,2022-23,,UNDER,False,-10
Houston Rockets,Phil,10,UNDER,2022-23,,UNDER,True,10
Houston Rockets,Ryan,8,OVER,2022-23,,UNDER,False,-8
Los Angeles Clippers,Adonis,12,OVER,2022-23,,UNDER,False,-12
Los Angeles Clippers,Andy,12,UNDER,2022-23,,UNDER,True,12
Los Angeles Clippers,Chester,12,OVER,2022-23,,UNDER,False,-12
Los Angeles Clippers,Jake,8,UNDER,2022-23,,UNDER,True,8
Los Angeles Clippers,Jenelle,6,UNDER,2022-23,,UNDER,True,6
Los Angeles Clippers,Mary,7,UNDER,2022-23,,UNDER,True,7
Los Angeles Clippers,Mike,10,OVER,2022-23,,UNDER,False,-10
Los Angeles Clippers,Phil,7,UNDER,2022-23,,UNDER,True,7
Los Angeles Clippers,Ryan,13,OVER,2022-23,,UNDER,False,-13
Los Angeles Lakers,Adonis,7,OVER,2022-23,,UNDER,False,-7
Los Angeles Lakers,Andy,9,OVER,2022-23,,UNDER,False,-9
Los Angeles Lakers,Chester,13,UNDER,2022-23,,UNDER,True,13
Los Angeles Lakers,Jake,13,UNDER,2022-23,,UNDER,True,13
Los Angeles Lakers,Jenelle,10,UNDER,2022-23,,UNDER,True,10
Los Angeles Lakers,Mary,11,UNDER,2022-23,,UNDER,True,11
Los Angeles Lakers,Mike,12,UNDER,2022-23,,UNDER,True,12
Los Angeles Lakers,Phil,13,UNDER,2022-23,,UNDER,True,13
Los Angeles Lakers,Ryan,11,UNDER,2022-23,,UNDER,True,11
Memphis Grizzlies,Adonis,11,OVER,2022-23,,OVER,True,11
Memphis Grizzlies,Andy,12,UNDER,2022-23,,OVER,False,-12
Memphis Grizzlies,Chester,13,OVER,2022-23,,OVER,True,13
Memphis Grizzlies,Jake,8,OVER,2022-23,,OVER,True,8
Memphis Grizzlies,Jenelle,12,UNDER,2022-23,,OVER,False,-12
Memphis Grizzlies,Mary,12,OVER,2022-23,,OVER,True,12
Memphis Grizzlies,Mike,8,UNDER,2022-23,,OVER,False,-8
Memphis Grizzlies,Phil,14,OVER,2022-23,,OVER,True,14
Memphis Grizzlies,Ryan,7,UNDER,2022-23,,OVER,False,-7
Minnesota Timberwolves,Adonis,8,OVER,2022-23,,UNDER,False,-8
Minnesota Timberwolves,Andy,9,UNDER,2022-23,,UNDER,True,9
Minnesota Timberwolves,Chester,8,OVER,2022-23,,UNDER,False,-8
Minnesota Timberwolves,Jake,13,UNDER,2022-23,,UNDER,True,13
Minnesota Timberwolves,Jenelle,12,OVER,2022-23,,UNDER,False,-12
Minnesota Timberwolves,Mary,14,OVER,2022-23,,UNDER,False,-14
Minnesota Timberwolves,Mike,11,OVER,2022-23,,UNDER,False,-11
Minnesota Timberwolves,Phil,13,UNDER,2022-23,,UNDER,True,13
Minnesota Timberwolves,Ryan,10,OVER,2022-23,,UNDER,False,-10
New Orleans Pelicans,Adonis,14,OVER,2022-23,,UNDER,False,-14
New Orleans Pelicans,Andy,6,UNDER,2022-23,,UNDER,True,6
New Orleans Pelicans,Chester,15,OVER,2022-23,,UNDER,False,-15
New Orleans Pelicans,Jake,7,OVER,2022-23,,UNDER,False,-7
New Orleans Pelicans,Jenelle,10,UNDER,2022-23,,UNDER,True,10
New Orleans Pelicans,Mary,6,UNDER,2022-23,,UNDER,True,6
New Orleans Pelicans,Mike,12,OVER,2022-23,,UNDER,False,-12
New Orleans Pelicans,Phil,6,OVER,2022-23,,UNDER,False,-6
New Orleans Pelicans,Ryan,7,OVER,2022-23,,UNDER,False,-7
Oklahoma City Thunder,Adonis,15,UNDER,2022-23,,OVER,False,-15
Oklahoma City Thunder,Andy,11,OVER,2022-23,,OVER,True,11
Oklahoma City Thunder,Chester,9,OVER,2022-23,,OVER,True,9
Oklahoma City Thunder,Jake,11,OVER,2022-23,,OVER,True,11
Oklahoma City Thunder,Jenelle,7,OVER,2022-23,,OVER,True,7
Oklahoma City Thunder,Mary,10,UNDER,2022-23,,OVER,False,-10
Oklahoma City Thunder,Mike,15,UNDER,2022-23,,OVER,False,-15
Oklahoma City Thunder,Phil,11,OVER,2022-23,,OVER,True,11
Oklahoma City Thunder,Ryan,14,UNDER,2022-23,,OVER,False,-14
Phoenix Suns,Adonis,6,UNDER,2022-23,,UNDER,True,6
Phoenix Suns,Andy,13,OVER,2022-23,,UNDER,False,-13
Phoenix Suns,Chester,6,UNDER,2022-23,,UNDER,True,6
Phoenix Suns,Jake,10,OVER,2022-23,,UNDER,False,-10
Phoenix Suns,Jenelle,14,OVER,2022-23,,UNDER,False,-14
Phoenix Suns,Mary,9,OVER,2022-23,,UNDER,False,-9
Phoenix Suns,Mike,12,OVER,2022-23,,UNDER,False,-12
Phoenix Suns,Phil,12,OVER,2022-23,,UNDER,False,-12
Phoenix Suns,Ryan,14,OVER,2022-23,,UNDER,False,-14
Portland Trail Blazers,Adonis,10,UNDER,2022-23,,UNDER,True,10
Portland Trail Blazers,Andy,14,OVER,2022-23,,UNDER,False,-14
Portland Trail Blazers,Chester,10,OVER,2022-23,,UNDER,False,-10
Portland Trail Blazers,Jake,13,UNDER,2022-23,,UNDER,True,13
Portland Trail Blazers,Jenelle,9,OVER,2022-23,,UNDER,False,-9
Portland Trail Blazers,Mary,11,UNDER,2022-23,,UNDER,True,11
Portland Trail Blazers,Mike,13,UNDER,2022-23,,UNDER,True,13
Portland Trail Blazers,Phil,15,OVER,2022-23,,UNDER,False,-15
Portland Trail Blazers,Ryan,13,OVER,2022-23,,UNDER,False,-13
Sacramento Kings,Adonis,14,UNDER,2022-23,,OVER,False,-14
Sacramento Kings,Andy,15,OVER,2022-23,,OVER,True,15
Sacramento Kings,Chester,9,UNDER,2022-23,,OVER,False,-9
Sacramento Kings,Jake,12,OVER,2022-23,,OVER,True,12
Sacramento Kings,Jenelle,9,UNDER,2022-23,,OVER,False,-9
Sacramento Kings,Mary,8,OVER,2022-23,,OVER,True,8
Sacramento Kings,Mike,14,OVER,2022-23,,OVER,True,14
Sacramento Kings,Phil,6,UNDER,2022-23,,OVER,False,-6
Sacramento Kings,Ryan,7,OVER,2022-23,,OVER,True,7
San Antonio Spurs,Adonis,12,OVER,2022-23,,UNDER,False,-12
San Antonio Spurs,Andy,14,OVER,2022-23,,UNDER,False,-14
San Antonio Spurs,Chester,7,OVER,2022-23,,UNDER,False,-7
San Antonio Spurs,Jake,14,OVER,2022-23,,UNDER,False,-14
San Antonio Spurs,Jenelle,6,OVER,2022-23,,UNDER,False,-6
San Antonio Spurs,Mary,8,OVER,2022-23,,UNDER,False,-8
San Antonio Spurs,Mike,7,UNDER,2022-23,,UNDER,True,7
San Antonio Spurs,Phil,7,OVER,2022-23,,UNDER,False,-7
San Antonio Spurs,Ryan,9,UNDER,2022-23,,UNDER,True,9
Utah Jazz,Adonis,12,UNDER,2022-23,,OVER,False,-12
Utah Jazz,Andy,8,UNDER,2022-23,,OVER,False,-8
Utah Jazz,Chester,13,UNDER,2022-23,,OVER,False,-13
Utah Jazz,Jake,15,OVER,2022-23,,OVER,True,15
Utah Jazz,Jenelle,14,UNDER,2022-23,,OVER,False,-14
Utah Jazz,Mary,9,OVER,2022-23,,OVER,True,9
Utah Jazz,Mike,13,UNDER,2022-23,,OVER,False,-13
Utah Jazz,Phil,8,UNDER,2022-23,,OVER,False,-8
Utah Jazz,Ryan,11,UNDER,2022-23,,OVER,False,-11
Atlanta Hawks,Adonis,10,UNDER,2023-24,,UNDER,True,10
Atlanta Hawks,Andy,10,UNDER,2023-24,,UNDER,True,10
Atlanta Hawks,Chester,12,OVER,2023-24,,UNDER,False,-12
Atlanta Hawks,Jake,11,OVER,2023-24,,UNDER,False,-11
Atlanta Hawks,Mary,13,OVER,2023-24,,UNDER,False,-13
Atlanta Hawks,Mike,6,UNDER,2023-24,,UNDER,True,6
Atlanta Hawks,Phil,15,OVER,2023-24,,UNDER,False,-15
Atlanta Hawks,Ryan,11,OVER,2023-24,,UNDER,False,-11
Boston Celtics,Adonis,6,UNDER,2023-24,,OVER,False,-6
Boston Celtics,Andy,14,OVER,2023-24,,OVER,True,14
Boston Celtics,Chester,9,OVER,2023-24,,OVER,True,9
Boston Celtics,Jake,6,UNDER,2023-24,,OVER,False,-6
Boston Celtics,Mary,12,OVER,2023-24,,OVER,True,12
Boston Celtics,Mike,13,OVER,2023-24,,OVER,True,13
Boston Celtics,Phil,8,UNDER,2023-24,,OVER,False,-8
Boston Celtics,Ryan,12,OVER,2023-24,,OVER,True,12
Brooklyn Nets,Adonis,9,OVER,2023-24,,UNDER,False,-9
Brooklyn Nets,Andy,8,UNDER,2023-24,,UNDER,True,8
Brooklyn Nets,Chester,11,OVER,2023-24,,UNDER,False,-11
Brooklyn Nets,Jake,10,UNDER,2023-24,,UNDER,True,10
Brooklyn Nets,Mary,10,UNDER,2023-24,,UNDER,True,10
Brooklyn Nets,Mike,13,OVER,2023-24,,UNDER,False,-13
Brooklyn Nets,Phil,13,OVER,2023-24,,UNDER,False,-13
Brooklyn Nets,Ryan,11,OVER,2023-24,,UNDER,False,-11
Charlotte Hornets,Adonis,13,UNDER,2023-24,,UNDER,True,13
Charlotte Hornets,Andy,12,OVER,2023-24,,UNDER,False,-12
Charlotte Hornets,Chester,6,UNDER,2023-24,,UNDER,True,6
